analysis_id,drug_name,method,n_matched,mean_test_nll,se_test_nll,mean_pit_ks,se_pit_ks,mean_pi90_coverage,se_pi90_coverage,mean_abs_coverage_error,se_abs_coverage_error,mean_pi90_width,se_pi90_width,reps
GDSC1::1013::Nilotinib,Nilotinib,gaussian_elasticnet_baseline,914,1.4820455197280096,0.096288046144001,0.10301161357193755,0.004860925915968633,0.9016393442622951,0.008287295567269449,0.013442622950819622,0.004916818307847875,2.774946466048007,0.09381362852964636,5
GDSC1::1013::Nilotinib,Nilotinib,pca_gaussian_baseline,914,1.437289751887748,0.07465381301992514,0.13396321738457012,0.0032897000971130793,0.9442622950819672,0.005008279448039157,0.04426229508196718,0.005008279448039152,3.5078122586269993,0.05203077232196746,5
GDSC1::1013::Nilotinib,Nilotinib,pca_mdn,914,1.1834345038959888,0.02405306136569442,0.05416410105611622,0.007037243517513957,0.8896174863387978,0.006997949986265424,0.013879781420765019,0.005268621111778796,2.8915561548558206,0.058616438309046726,5
GDSC1::1014::Refametinib,Refametinib,plugin_pca_cindes,895,1.6653092650654713,0.018312662834808285,0.07907344162173129,0.013876844097481814,0.8983240223463687,0.021880621259850415,0.03921787709497202,0.009744400496274919,4.191610675353905,0.25227349785420083,5
GDSC1::1014::Refametinib,Refametinib,gaussian_elasticnet_baseline,895,1.7035969899756203,0.045545836336798415,0.09571929372133257,0.01038828529091839,0.8513966480446926,0.013752551536414716,0.04860335195530722,0.013752551536414727,3.514957584605269,0.08124945301733465,5
GDSC1::1014::Refametinib,Refametinib,pca_gaussian_baseline,895,1.671112047568172,0.024707585126513595,0.07624863936316703,0.012709024020070491,0.9195530726256983,0.012059795053029523,0.02424581005586586,0.009698169553129708,4.340479487311631,0.02875003902740965,5
GDSC1::1014::Refametinib,Refametinib,pca_mdn,895,1.6342223421155406,0.021598474615095276,0.08186051996133806,0.01714488591126691,0.9027932960893855,0.013752551536414732,0.02357541899441336,0.007220332702303232,4.068152433803964,0.06533913181615426,5
GDSC1::1015::CI-1040,CI-1040,plugin_pca_cindes,900,1.5813719307838467,0.011303880959731047,0.10774340488108729,0.011138817118163922,0.8844444444444445,0.013653561919382778,0.02444444444444438,0.009875771574795095,3.5968096326154964,0.0903630006588619,5
GDSC1::1015::CI-1040,CI-1040,gaussian_elasticnet_baseline,900,1.6004870692205924,0.028018388656474505,0.08501048627522764,0.010714567078610428,0.8555555555555555,0.017123372230469395,0.048888888888888836,0.013766124103737638,3.4132905882085867,0.04928980876209789,5
GDSC1::1015::CI-1040,CI-1040,pca_gaussian_baseline,900,1.5806938572339926,0.019804459159284582,0.08254374409439455,0.009682084965916752,0.8933333333333333,0.00984446952592742,0.01777777777777774,0.005386310952684804,3.767235682940097,0.015768004444054847,5
GDSC1::1015::CI-1040,CI-1040,pca_mdn,900,1.582510060932901,0.03251764854630442,0.08336764489710402,0.015059806846756911,0.8699999999999999,0.006236095644623231,0.02999999999999996,0.006236095644623239,3.4804599892517496,0.04278125555758889,5
GDSC1::1016::Temsirolimus,Temsirolimus,plugin_pca_cindes,896,1.8195412026251643,0.008838219343872853,0.0818090196231481,0.010320108968544343,0.8677777777777778,0.015752718754175398,0.04111111111111114,0.009229582069908992,4.588221938233902,0.19762222904839322,5
GDSC1::1016::Temsirolimus,Temsirolimus,gaussian_elasticnet_baseline,896,1.828402318874766,0.015426826605202695,0.08740532950534385,0.007445910795679806,0.8133333333333332,0.00598351645237165,0.08666666666666666,0.005983516452371635,3.7815635084863444,0.06477979137821438,5
GDSC1::1016::Temsirolimus,Temsirolimus,pca_gaussian_baseline,896,1.8114406963203904,0.007619888766395873,0.05891856504959566,0.0022621777413598565,0.8699999999999999,0.005443310539518169,0.02999999999999998,0.0054433105395181825,4.528713919936392,0.005565206752486291,5
GDSC1::1016::Temsirolimus,Temsirolimus,pca_mdn,896,1.794583628045188,0.010964403785697859,0.06473269794996668,0.0023338790208833134,0.8577777777777778,0.011992796191623831,0.0422222222222222,0.011992796191623842,4.30946963574428,0.05955017851261829,5
GDSC1::1017::Olaparib,Olaparib,plugin_pca_cindes,913,1.2633223735693804,0.007659637222433825,0.10175969429653046,0.01756662432861298,0.8939890710382514,0.011540279826198282,0.02196721311475408,0.0046444872919946985,2.748688788644192,0.11058031353519218,5
GDSC1::1017::Olaparib,Olaparib,gaussian_elasticnet_baseline,913,1.268253589504957,0.01902371521618744,0.11366565985831781,0.019050417155101973,0.8415300546448087,0.013385189851274189,0.05846994535519125,0.013385189851274201,2.375995049894793,0.04038543577800011,5
GDSC1::1017::Olaparib,Olaparib,pca_gaussian_baseline,913,1.2694463566480085,0.009518829700723444,0.09616923643332298,0.020231373192087253,0.9016393442622951,0.009926722472450812,0.016284153005464437,0.005737444698757036,2.921171011829836,0.006600838842705889,5
GDSC1::1017::Olaparib,Olaparib,pca_mdn,913,1.227300005206645,0.012019533412705626,0.07624085288468103,0.01958846062281582,0.8950819672131148,0.0055726989219593405,0.00841530054644804,0.004404249547455721,2.7955930309512795,0.05497274167348597,5
GDSC1::1018::Veliparib,Veliparib,plugin_pca_cindes,914,1.013295358445394,0.012501002759693444,0.07622904801414289,0.010863868246216891,0.9333333333333333,0.009208906855930458,0.033333333333333284,0.009208906855930449,2.37254084715522,0.06192612045069063,5
GDSC1::1018::Veliparib,Veliparib,gaussian_elasticnet_baseline,914,1.0201421531773185,0.02096000869711067,0.0889032557470282,0.009980943251371124,0.8841530054644808,0.011252054798892908,0.02087431693989068,0.008969741870462615,2.039265555382497,0.023080742952903237,5
GDSC1::1018::Veliparib,Veliparib,pca_gaussian_baseline,914,1.020029865503841,0.015983713744467675,0.08857612330204263,0.012565944568594339,0.9125683060109291,0.006465660965136208,0.01628415300546446,0.0038732339118402845,2.151881098662982,0.008750023354798677,5
GDSC1::1018::Veliparib,Veliparib,pca_mdn,914,0.9977488844121088,0.020348754157216715,0.06414298741159315,0.0061400653648058245,0.8863387978142077,0.016338706434673295,0.026557377049180257,0.011716947994918559,2.0750582935472663,0.026643067225924702,5
GDSC1::1019::Bosutinib,Bosutinib,plugin_pca_cindes,913,1.6176365983731564,0.021661397156555844,0.0939543678956239,0.007923419218076868,0.8721311475409836,0.005067551090434816,0.0278688524590164,0.005067551090434813,3.505564606340646,0.09975927448106506,5
GDSC1::1019::Bosutinib,Bosutinib,gaussian_elasticnet_baseline,913,1.6230333865439228,0.033437014590806405,0.10740601138927411,0.006327740602726943,0.8065573770491803,0.012532617422054346,0.09344262295081965,0.012532617422054337,3.034537211044664,0.052309973706852954,5
